ENCELADUS	EUROPA	metabolism	Substrate	KEGG Module	pathway	protein family 	protein id	reaction	family gene	gene	marker gene	KEGG ID	COG ID	GO ID 	GenBank 	KEGG genome	Uniprot	NCBI protein
yes	yes	geophotosyntesis		M00163	photosystem II	PSB	EC:1.97.1.12		photosystem I subunit II	psbD	no	K02692	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00163	photosystem II	PSA	EC:1.10.3.9		photosystem II P680 reaction center D1 protein	psaA	no	K02703	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00161 	photosystem P700	PSA	EC:1.10.3.9		photosystem II CP47 chlorophyll apoprotein	psaB	no	K02704	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00161 	photosystem P700	PSA	EC:1.10.3.9		photosystem II CP43 chlorophyll apoprotein	psaC	no	K02705	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00161 	photosystem P700	PSA	EC:1.10.3.9		photosystem II P680 reaction center D2 protein	psaD	no	K02706	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00161 	photosystem P700	PSA	EC:1.10.3.9		photosystem II cytochrome b559 subunit alpha	psaE	no	K02707	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00161 	photosystem P700	PSA	EC:1.10.3.9		photosystem II cytochrome b559 subunit beta	psaF	no	K02708	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Phycocyanin		0	Absorbs orange-red light.	phycocyanin alpha chain	cpcA	no	K02284	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Phycocyanin		0	Absorbs orange-red light.	phycocyanin beta chain	cpcB	no	K02285	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Phycocyanin		0	Absorbs orange-red light.	phycocyanin-associated rod linker protein	cpcC	no	K02286	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Photosystem II (PSII) FaRLiP		EC:1.10.3.9	Replace the standard PSII subunits in far-red light conditions.	photosystem II P680 reaction center D1 protein	psbA3	no	K02703	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Photosystem II (PSII) FaRLiP		0	Replace the standard PSII subunits in far-red light conditions.		psbB3	no	NA	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Photosystem II (PSII) FaRLiP		0	Replace the standard PSII subunits in far-red light conditions.		psbC3	no	NA	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Photosystem I (PSI) FaRLiP		0	Replace the standard PSI subunits in far-red light conditions.		psaA3	no	NA	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Photosystem I (PSI) FaRLiP		0	Replace the standard PSI subunits in far-red light conditions.		psaB3	no	NA	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Proteorhodopsins		0	proteorhodopsins, light-driven proton pumps that capture light energy in various wavelengths	proteorhodopsin light harvesting proton pump	pr	no	K04643	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		0	Chlorophyll f FaRLiP		EC:1.14.13.122	Converts chlorophyll a to chlorophyll f.	chlorophyllide a oxygenase	CAO, chlF	no	K13600	NA	0010277	NA	NA	NA	NA
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
